priority,status,candidate,matchedCompanyName,matchedOrgNr,mentions,sourceCount,exampleSources
MEDIUM,missing_company_record,Getting Started Vottunarstofan Tún ehf,,,2,2,research/evidence-pack/okologisk-norden-2026-04-29/text/is-tun-vottunarskra-2026-refresh.txt; research/evidence-pack/okologisk-norden-2026-04-29/text/is-tun-vottunarskra-2026.txt
MEDIUM,missing_company_record,Magnihill AB,,,2,2,research/evidence-pack/okologisk-norden-2026-04-29/text/se-ekomatcentrum-emc-marknadsrapport-2022.txt; research/evidence-pack/okologisk-norden-2026-04-29/text/se-ekomatcentrum-emc-marknadsrapport-2023.txt
MEDIUM,missing_company_record,Fazer Bageri AB,,,2,2,research/evidence-pack/okologisk-norden-2026-04-29/text/se-ekomatcentrum-emc-marknadsrapport-2022.txt; research/evidence-pack/okologisk-norden-2026-04-29/text/se-ekomatcentrum-emc-marknadsrapport-2023.txt
MEDIUM,missing_company_record,Vallentuna AB,,,2,2,research/evidence-pack/okologisk-norden-2026-04-29/text/se-ekomatcentrum-emc-marknadsrapport-2022.txt; research/evidence-pack/okologisk-norden-2026-04-29/text/se-ekomatcentrum-emc-marknadsrapport-2023.txt
MEDIUM,missing_company_record,Atria Sweden AB,,,2,2,research/evidence-pack/okologisk-norden-2026-04-29/text/se-ekomatcentrum-emc-marknadsrapport-2022.txt; research/evidence-pack/okologisk-norden-2026-04-29/text/se-ekomatcentrum-emc-marknadsrapport-2023.txt
MEDIUM,missing_company_record,Vottunarstofan Tún ehf,,,4,1,research/evidence-pack/okologisk-norden-2026-04-29/text/nordic-fibl-ifoam-organic-world-2026.txt
MEDIUM,missing_company_record,Billund Aquaculture A/S,,,3,1,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv
MEDIUM,missing_company_record,Syni ehf,,,3,1,research/evidence-pack/okologisk-norden-2026-04-29/text/is-esa-country-profile-iceland-2023.txt
MEDIUM,missing_company_record,Israel Cotton Board Ltd,,,3,1,research/evidence-pack/okologisk-norden-2026-04-29/text/nordic-fibl-ifoam-organic-world-2026.txt
LOW,tracked,Lidl Suomi Ky,Lidl Suomi Ky,FI-1615492-7,2,1,docs/superpowers/plans/2026-05-19-data-quality-hardening.md
LOW,tracked,Lidl Sverige KB,Lidl Sverige KB,SE-969697-6594,2,1,docs/superpowers/plans/2026-05-19-data-quality-hardening.md
LOW,missing_company_record,Rest Restaurant AS,,,2,1,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv
LOW,missing_company_record,Infarm Denmark ApS,,,2,1,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv
LOW,tracked,TGTG ApS,Too Good To Go Norge AS,917203261,2,1,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv
LOW,missing_company_record,Australian Organic Ltd,,,2,1,research/evidence-pack/okologisk-norden-2026-04-29/text/nordic-fibl-ifoam-organic-world-2026.txt
LOW,missing_company_record,Environmental Standards GmbH,,,2,1,research/evidence-pack/okologisk-norden-2026-04-29/text/nordic-fibl-ifoam-organic-world-2026.txt
LOW,missing_company_record,SFCS LLC,,,2,1,research/evidence-pack/okologisk-norden-2026-04-29/text/nordic-fibl-ifoam-organic-world-2026.txt
LOW,missing_company_record,Kiwa BCS Öko-Garantie GmbH,,,2,1,research/evidence-pack/okologisk-norden-2026-04-29/text/nordic-fibl-ifoam-organic-world-2026.txt
LOW,missing_company_record,Moreganic Sourcing AB,,,2,1,research/evidence-pack/okologisk-norden-2026-04-29/text/nordic-fibl-ifoam-organic-world-2026.txt
LOW,missing_company_record,PixEdit AS,,,2,1,research/pdf-katalog.json
LOW,missing_company_record,Scrive AB,,,2,1,research/pdf-katalog.json
LOW,missing_company_record,Den Magiske Fabrikken AS,,,1,1,docs/project/mandates/nordisk-sirkularitetsrapport-appendiks-2026-05.md
LOW,missing_company_record,Søn ApS,,,1,1,docs/project/mandates/research-dossiers/baerekraftsutfordringer-input-2026-04-28/baerekraft-danmark-2026-04-28.md
LOW,missing_company_record,Island: Drangar hf,,,1,1,Insight → Document koblingskandidater (_status/insight-doc-link-review-2026-05-11.md)
HIGH,missing_company_record,ASKO Transport AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Axfood Snabbgross AB,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Coop Norge Kaffe AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Logistik AB,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,ICA Fastigheter AB,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,N1 hf,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Oliverzlun Islands ehf,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Uno-X E-Mobility Norge AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Wolt Enterprises Oy,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,ASKO Bygg Vestby AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,ASKO Fornybar AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,ASKO Mat AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,BAMA Blomster Holding AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,BAMA International AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,BAMA Logistikk AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,BAMA Pakkerier AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Bonus hf,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Cernova AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Hagkaup hf,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Hallvard Leroey AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Hemkop AB,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Kespro Oy,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Kjopmannshuset Butikkdrift AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Kukraft AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Servera AB,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Meira Nova Oy,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Meny Butikkdrift AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Mowi Markets Norway AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Mowi Norway FoU AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,NorgesGruppen Fellestjenester AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,NorgesGruppen Finans AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,NorgesGruppen Finans Holding AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,NorgesGruppen Merkevare AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,NORSK GJENVINNING AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,NORTHERN LIGHTS JV DA,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,SalMar Farming AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Sjoetroll AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Willys AB,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Gruppen AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,ASKO Agder AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,ASKO Hedmark AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,ASKO Maritime AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,ASKO Midt-Norge AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,ASKO Molde AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,ASKO Nord AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,ASKO Oest AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,ASKO Rogaland AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,ASKO Vest AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,ASKO Vestfold Telemark AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,BAMA Blomster Sourcing AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,BAMA Industri AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,BAMA Storkjoekken AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Biosirk Norge AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,BOKASHI NORGE AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
LOW,tracked,Cermaq Norway AS,Cermaq Norway AS,961922976,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Cernova Trading AS,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Coop Finnmark SA,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Coop Hordaland SA,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Coop Innlandet SA,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Coop Nord SA,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Coop Nordland SA,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
HIGH,missing_company_record,Coop Nordvest SA,,,1,1,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md)
LOW,missing_company_record,Suomen Lantakaasu Oy,,,1,1,docs/project/mandates/research-dossiers/baerekraftsutfordringer-input-2026-04-28/baerekraft-sverige-2026-04-28.md
LOW,missing_company_record,Coop Norge Coop Norge SA,,,1,1,docs/project/plans/DEEP-RESEARCH-PLAN.md
LOW,missing_company_record,Reitan Retail Reitan AS,,,1,1,docs/project/plans/DEEP-RESEARCH-PLAN.md
LOW,missing_company_record,Servicegrossistene AS,,,1,1,docs/project/status/DATAVISUALISERING-PROD-DATA-STATUS-2026-04-29.md
LOW,missing_company_record,Too Good To Go Holding ApS,,,1,1,docs/superpowers/plans/2026-05-19-data-quality-hardening.md
LOW,missing_company_record,Oda: Oda Midco AS,,,1,1,docs/superpowers/plans/2026-05-19-data-quality-hardening.md
LOW,missing_company_record,Oda Midco AS,,,1,1,docs/superpowers/plans/2026-05-19-data-quality-hardening.md
LOW,missing_company_record,AGP Advokater AS,,,1,1,docs/superpowers/plans/2026-05-19-data-quality-hardening.md
LOW,missing_company_record,HORNS SLAKTERI AS,,,1,1,docs/superpowers/specs/2026-05-20-koherens-og-produsentseparasjon-design.md
LOW,missing_company_record,Konkursaapning Rest Restaurant AS,,,1,1,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv
LOW,missing_company_record,Ekran ehf,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/downloads/is-traces-organic-operator-public-statuses-2026.json
LOW,missing_company_record,ProHerb ehf,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/downloads/is-traces-organic-operator-public-statuses-2026.json
LOW,missing_company_record,Skyggnis ehf,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/downloads/is-traces-organic-operator-public-statuses-2026.json
LOW,missing_company_record,Distillery ehf,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/downloads/is-traces-organic-operator-public-statuses-2026.json
LOW,missing_company_record,Brauðhúsið ehf,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/downloads/is-traces-organic-operator-public-statuses-2026.json
LOW,missing_company_record,OMNOM hf,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/downloads/is-traces-organic-operator-public-statuses-2026.json
LOW,missing_company_record,Lindigarðar ehf,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/downloads/is-traces-organic-operator-public-statuses-2026.json
LOW,missing_company_record,Idunn Seafoods ehf,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/downloads/is-traces-organic-operator-public-statuses-2026.json
LOW,missing_company_record,Mækæ ehf,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/downloads/is-traces-organic-operator-public-statuses-2026.json
HIGH,missing_company_record,Aktier Dansk Økojord A/S,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/dk-okologisk-landsforening-arsrapport-2025.txt
LOW,missing_company_record,ORGANIC RETAIL MARKET SHARE AS,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/dk-organic-denmark-market-report-2025.txt
LOW,missing_company_record,FAMILY MEMBERS AND OTHERS AS,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/dk-organic-denmark-market-report-2025.txt
LOW,missing_company_record,Icelandic Food Research Ltd,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/is-esa-country-profile-iceland-2023.txt
LOW,missing_company_record,Keldur Laboratory Sýni ehf,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/is-esa-country-profile-iceland-2023.txt
LOW,missing_company_record,Feedingstuffs MoFAF MAST MAST Syni ehf,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/is-esa-country-profile-iceland-2023.txt
LOW,missing_company_record,Keldur Syni ehf,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/is-esa-country-profile-iceland-2023.txt
LOW,missing_company_record,Tún ehf,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/is-government-organic-action-plan-2024.txt
LOW,missing_company_record,Vottunarstofuna Tún ehf,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/is-government-organic-action-plan-2024.txt
LOW,missing_company_record,Vottunarstofunnar Túns ehf,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/is-government-organic-action-plan-2024.txt
LOW,missing_company_record,Túns Vottunarstofan Tún ehf,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/is-tun-lifraent-vottun-2026.txt
LOW,missing_company_record,Kilde: Tine SA,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/no-landbruksdirektoratet-okologiske-jordbruksvarer-2025.txt
LOW,missing_company_record,Dagligvaruindex-Arsrapport-2025.pdf Tine SA,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/no-landbruksdirektoratet-okologiske-jordbruksvarer-2025.txt
LOW,missing_company_record,Oslo: Tine SA. Tine SA,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/no-landbruksdirektoratet-okologiske-jordbruksvarer-2025.txt
LOW,missing_company_record,OneCert International Pvt. Ltd,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/nordic-fibl-ifoam-organic-world-2026.txt
LOW,missing_company_record,BCS Öko-Garantie GmbH,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/nordic-fibl-ifoam-organic-world-2026.txt
LOW,missing_company_record,Soil Association Certification Ltd,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/nordic-fibl-ifoam-organic-world-2026.txt
LOW,missing_company_record,CRISIL Ltd,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/nordic-fibl-ifoam-organic-world-2026.txt
LOW,missing_company_record,Israel: Israel Cotton Board Ltd,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/nordic-fibl-ifoam-organic-world-2026.txt
LOW,missing_company_record,India. Hamburg: Statista GmbH,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/nordic-fibl-ifoam-organic-world-2026.txt
LOW,missing_company_record,Food Trade Corporation,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/nordic-fibl-ifoam-organic-world-2026.txt
LOW,missing_company_record,Vottunarstofan Tún Argentina ehf,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/nordic-fibl-ifoam-organic-world-2026.txt
HIGH,missing_company_record,Tryck Mixi Print AB,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/se-ekologiska-arsrapporten-2024.txt
LOW,missing_company_record,Kronfågel AB,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/se-ekomatcentrum-emc-marknadsrapport-2022.txt
LOW,missing_company_record,Saltå Kvarn AB,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/se-ekomatcentrum-emc-marknadsrapport-2022.txt
LOW,missing_company_record,Natessen AB,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/se-ekomatcentrum-emc-marknadsrapport-2022.txt
LOW,missing_company_record,Regioner Kronfågel AB Magnihill AB,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/se-ekomatcentrum-emc-marknadsrapport-2023.txt
LOW,missing_company_record,Midsona Foodservice AB,,,1,1,research/evidence-pack/okologisk-norden-2026-04-29/text/se-ekomatcentrum-emc-marknadsrapport-2023.txt
HIGH,missing_company_record,Finnforel Oy,,,1,1,research/intake/perplexity-2026-04-20/new-actors.json
HIGH,missing_company_record,Pronofa AS,,,1,1,research/intake/perplexity-2026-04-20/new-actors.json
HIGH,missing_company_record,Norinsect AS,,,1,1,research/intake/perplexity-2026-04-20/new-actors.json
HIGH,missing_company_record,Now Infarm Technologies Ltd,,,1,1,research/intake/perplexity-2026-04-20/new-actors.json
HIGH,missing_company_record,Oatly AB,,,1,1,research/intake/perplexity-2026-04-20/new-actors.json
LOW,missing_company_record,Group NV,,,1,1,research/pdf-katalog.json
