"kilde","materialtype","år","statistikkvariabel","10514: Avfallsregnskap for Norge (1 000 tonn),"
"Bygge- og anleggsvirksomhet","Papir, papp og kartong","2022","Avfallsmengde",22
"Bygge- og anleggsvirksomhet","Papir, papp og kartong","2023","Avfallsmengde",21
"Bygge- og anleggsvirksomhet","Papir, papp og kartong","2024","Avfallsmengde",20
"Bygge- og anleggsvirksomhet","Glass","2012","Avfallsmengde",10
"Bygge- og anleggsvirksomhet","Glass","2013","Avfallsmengde",9
"Bygge- og anleggsvirksomhet","Glass","2014","Avfallsmengde",9
"Bygge- og anleggsvirksomhet","Glass","2015","Avfallsmengde",11
"Bygge- og anleggsvirksomhet","Glass","2016","Avfallsmengde",13
"Bygge- og anleggsvirksomhet","Glass","2017","Avfallsmengde",8
"Bygge- og anleggsvirksomhet","Glass","2018","Avfallsmengde",10
"Bygge- og anleggsvirksomhet","Glass","2019","Avfallsmengde",17
"Bygge- og anleggsvirksomhet","Glass","2020","Avfallsmengde",11
"Bygge- og anleggsvirksomhet","Glass","2021","Avfallsmengde",10
"Bygge- og anleggsvirksomhet","Glass","2022","Avfallsmengde",12
"Bygge- og anleggsvirksomhet","Glass","2023","Avfallsmengde",11
"Bygge- og anleggsvirksomhet","Glass","2024","Avfallsmengde",10
"Bygge- og anleggsvirksomhet","Metall","2012","Avfallsmengde",90
"Bygge- og anleggsvirksomhet","Metall","2013","Avfallsmengde",86
"Bygge- og anleggsvirksomhet","Metall","2014","Avfallsmengde",97
"Bygge- og anleggsvirksomhet","Metall","2015","Avfallsmengde",93
"Bygge- og anleggsvirksomhet","Metall","2016","Avfallsmengde",100
"Bygge- og anleggsvirksomhet","Metall","2017","Avfallsmengde",99
"Bygge- og anleggsvirksomhet","Metall","2018","Avfallsmengde",96
"Bygge- og anleggsvirksomhet","Metall","2019","Avfallsmengde",104
"Bygge- og anleggsvirksomhet","Metall","2020","Avfallsmengde",117
"Bygge- og anleggsvirksomhet","Metall","2021","Avfallsmengde",97
"Bygge- og anleggsvirksomhet","Metall","2022","Avfallsmengde",116
"Bygge- og anleggsvirksomhet","Metall","2023","Avfallsmengde",96
"Bygge- og anleggsvirksomhet","Metall","2024","Avfallsmengde",96
"Bygge- og anleggsvirksomhet","EE-avfall","2012","Avfallsmengde",11
"Bygge- og anleggsvirksomhet","EE-avfall","2013","Avfallsmengde",10
"Bygge- og anleggsvirksomhet","EE-avfall","2014","Avfallsmengde",9
"Bygge- og anleggsvirksomhet","EE-avfall","2015","Avfallsmengde",8
"Bygge- og anleggsvirksomhet","EE-avfall","2016","Avfallsmengde",9
"Bygge- og anleggsvirksomhet","EE-avfall","2017","Avfallsmengde",9
"Bygge- og anleggsvirksomhet","EE-avfall","2018","Avfallsmengde",9
"Bygge- og anleggsvirksomhet","EE-avfall","2019","Avfallsmengde",9
"Bygge- og anleggsvirksomhet","EE-avfall","2020","Avfallsmengde",11
"Bygge- og anleggsvirksomhet","EE-avfall","2021","Avfallsmengde",9
"Bygge- og anleggsvirksomhet","EE-avfall","2022","Avfallsmengde",11
"Bygge- og anleggsvirksomhet","EE-avfall","2023","Avfallsmengde",9
"Bygge- og anleggsvirksomhet","EE-avfall","2024","Avfallsmengde",9
"Bygge- og anleggsvirksomhet","Betong og tegl","2012","Avfallsmengde",772
"Bygge- og anleggsvirksomhet","Betong og tegl","2013","Avfallsmengde",747
"Bygge- og anleggsvirksomhet","Betong og tegl","2014","Avfallsmengde",850
"Bygge- og anleggsvirksomhet","Betong og tegl","2015","Avfallsmengde",804
"Bygge- og anleggsvirksomhet","Betong og tegl","2016","Avfallsmengde",838
"Bygge- og anleggsvirksomhet","Betong og tegl","2017","Avfallsmengde",874
"Bygge- og anleggsvirksomhet","Betong og tegl","2018","Avfallsmengde",830
"Bygge- og anleggsvirksomhet","Betong og tegl","2019","Avfallsmengde",916
"Bygge- og anleggsvirksomhet","Betong og tegl","2020","Avfallsmengde",1125
"Bygge- og anleggsvirksomhet","Betong og tegl","2021","Avfallsmengde",855
"Bygge- og anleggsvirksomhet","Betong og tegl","2022","Avfallsmengde",1023
"Bygge- og anleggsvirksomhet","Betong og tegl","2023","Avfallsmengde",830
"Bygge- og anleggsvirksomhet","Betong og tegl","2024","Avfallsmengde",846
"Bygge- og anleggsvirksomhet","Slagg, støv, bunnaske, flygeaske","2012","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slagg, støv, bunnaske, flygeaske","2013","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slagg, støv, bunnaske, flygeaske","2014","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slagg, støv, bunnaske, flygeaske","2015","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slagg, støv, bunnaske, flygeaske","2016","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slagg, støv, bunnaske, flygeaske","2017","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slagg, støv, bunnaske, flygeaske","2018","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slagg, støv, bunnaske, flygeaske","2019","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slagg, støv, bunnaske, flygeaske","2020","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slagg, støv, bunnaske, flygeaske","2021","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slagg, støv, bunnaske, flygeaske","2022","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slagg, støv, bunnaske, flygeaske","2023","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slagg, støv, bunnaske, flygeaske","2024","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Plast","2012","Avfallsmengde",5
"Bygge- og anleggsvirksomhet","Plast","2013","Avfallsmengde",5
"Bygge- og anleggsvirksomhet","Plast","2014","Avfallsmengde",8
"Bygge- og anleggsvirksomhet","Plast","2015","Avfallsmengde",9
"Bygge- og anleggsvirksomhet","Plast","2016","Avfallsmengde",9
"Bygge- og anleggsvirksomhet","Plast","2017","Avfallsmengde",9
"Bygge- og anleggsvirksomhet","Plast","2018","Avfallsmengde",14
"Bygge- og anleggsvirksomhet","Plast","2019","Avfallsmengde",22
"Bygge- og anleggsvirksomhet","Plast","2020","Avfallsmengde",14
"Bygge- og anleggsvirksomhet","Plast","2021","Avfallsmengde",11
"Bygge- og anleggsvirksomhet","Plast","2022","Avfallsmengde",11
"Bygge- og anleggsvirksomhet","Plast","2023","Avfallsmengde",11
"Bygge- og anleggsvirksomhet","Plast","2024","Avfallsmengde",11
"Bygge- og anleggsvirksomhet","Gummi","2012","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Gummi","2013","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Gummi","2014","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Gummi","2015","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Gummi","2016","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Gummi","2017","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Gummi","2018","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Gummi","2019","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Gummi","2020","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Gummi","2021","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Gummi","2022","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Gummi","2023","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Gummi","2024","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Tekstiler","2012","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Tekstiler","2013","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Tekstiler","2014","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Tekstiler","2015","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Tekstiler","2016","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Tekstiler","2017","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Tekstiler","2018","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Tekstiler","2019","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Tekstiler","2020","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Tekstiler","2021","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Tekstiler","2022","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Tekstiler","2023","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Tekstiler","2024","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Kasserte kjøretøy","2012","Avfallsmengde",2
"Bygge- og anleggsvirksomhet","Kasserte kjøretøy","2013","Avfallsmengde",3
"Bygge- og anleggsvirksomhet","Kasserte kjøretøy","2014","Avfallsmengde",3
"Bygge- og anleggsvirksomhet","Kasserte kjøretøy","2015","Avfallsmengde",3
"Bygge- og anleggsvirksomhet","Kasserte kjøretøy","2016","Avfallsmengde",4
"Bygge- og anleggsvirksomhet","Kasserte kjøretøy","2017","Avfallsmengde",4
"Bygge- og anleggsvirksomhet","Kasserte kjøretøy","2018","Avfallsmengde",6
"Bygge- og anleggsvirksomhet","Kasserte kjøretøy","2019","Avfallsmengde",6
"Bygge- og anleggsvirksomhet","Kasserte kjøretøy","2020","Avfallsmengde",4
"Bygge- og anleggsvirksomhet","Kasserte kjøretøy","2021","Avfallsmengde",4
"Bygge- og anleggsvirksomhet","Kasserte kjøretøy","2022","Avfallsmengde",4
"Bygge- og anleggsvirksomhet","Kasserte kjøretøy","2023","Avfallsmengde",4
"Bygge- og anleggsvirksomhet","Kasserte kjøretøy","2024","Avfallsmengde",3
"Bygge- og anleggsvirksomhet","Radioaktivt avfall","2012","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Radioaktivt avfall","2013","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Radioaktivt avfall","2014","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Radioaktivt avfall","2015","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Radioaktivt avfall","2016","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Radioaktivt avfall","2017","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Radioaktivt avfall","2018","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Radioaktivt avfall","2019","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Radioaktivt avfall","2020","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Radioaktivt avfall","2021","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Radioaktivt avfall","2022","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Radioaktivt avfall","2023","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Radioaktivt avfall","2024","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Farlig avfall","2012","Avfallsmengde",21
"Bygge- og anleggsvirksomhet","Farlig avfall","2013","Avfallsmengde",20
"Bygge- og anleggsvirksomhet","Farlig avfall","2014","Avfallsmengde",29
"Bygge- og anleggsvirksomhet","Farlig avfall","2015","Avfallsmengde",32
"Bygge- og anleggsvirksomhet","Farlig avfall","2016","Avfallsmengde",74
"Bygge- og anleggsvirksomhet","Farlig avfall","2017","Avfallsmengde",149
"Bygge- og anleggsvirksomhet","Farlig avfall","2018","Avfallsmengde",131
"Bygge- og anleggsvirksomhet","Farlig avfall","2019","Avfallsmengde",130
"Bygge- og anleggsvirksomhet","Farlig avfall","2020","Avfallsmengde",57
"Bygge- og anleggsvirksomhet","Farlig avfall","2021","Avfallsmengde",64
"Bygge- og anleggsvirksomhet","Farlig avfall","2022","Avfallsmengde",59
"Bygge- og anleggsvirksomhet","Farlig avfall","2023","Avfallsmengde",62
"Bygge- og anleggsvirksomhet","Farlig avfall","2024","Avfallsmengde",60
"Bygge- og anleggsvirksomhet","Blandet avfall","2012","Avfallsmengde",346
"Bygge- og anleggsvirksomhet","Blandet avfall","2013","Avfallsmengde",326
"Bygge- og anleggsvirksomhet","Blandet avfall","2014","Avfallsmengde",281
"Bygge- og anleggsvirksomhet","Blandet avfall","2015","Avfallsmengde",280
"Bygge- og anleggsvirksomhet","Blandet avfall","2016","Avfallsmengde",292
"Bygge- og anleggsvirksomhet","Blandet avfall","2017","Avfallsmengde",284
"Bygge- og anleggsvirksomhet","Blandet avfall","2018","Avfallsmengde",265
"Bygge- og anleggsvirksomhet","Blandet avfall","2019","Avfallsmengde",370
"Bygge- og anleggsvirksomhet","Blandet avfall","2020","Avfallsmengde",302
"Bygge- og anleggsvirksomhet","Blandet avfall","2021","Avfallsmengde",258
"Bygge- og anleggsvirksomhet","Blandet avfall","2022","Avfallsmengde",295
"Bygge- og anleggsvirksomhet","Blandet avfall","2023","Avfallsmengde",252
"Bygge- og anleggsvirksomhet","Blandet avfall","2024","Avfallsmengde",252
"Bygge- og anleggsvirksomhet","Andre materialer","2012","Avfallsmengde",896
"Bygge- og anleggsvirksomhet","Andre materialer","2013","Avfallsmengde",792
"Bygge- og anleggsvirksomhet","Andre materialer","2014","Avfallsmengde",938
"Bygge- og anleggsvirksomhet","Andre materialer","2015","Avfallsmengde",1067
"Bygge- og anleggsvirksomhet","Andre materialer","2016","Avfallsmengde",1217
"Bygge- og anleggsvirksomhet","Andre materialer","2017","Avfallsmengde",1258
"Bygge- og anleggsvirksomhet","Andre materialer","2018","Avfallsmengde",1186
"Bygge- og anleggsvirksomhet","Andre materialer","2019","Avfallsmengde",1362
"Bygge- og anleggsvirksomhet","Andre materialer","2020","Avfallsmengde",1398
"Bygge- og anleggsvirksomhet","Andre materialer","2021","Avfallsmengde",1280
"Bygge- og anleggsvirksomhet","Andre materialer","2022","Avfallsmengde",1333
"Bygge- og anleggsvirksomhet","Andre materialer","2023","Avfallsmengde",1141
"Bygge- og anleggsvirksomhet","Andre materialer","2024","Avfallsmengde",1271
"Bygge- og anleggsvirksomhet","Lett forurensede masser","2012","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Lett forurensede masser","2013","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Lett forurensede masser","2014","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Lett forurensede masser","2015","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Lett forurensede masser","2016","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Lett forurensede masser","2017","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Lett forurensede masser","2018","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Lett forurensede masser","2019","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Lett forurensede masser","2020","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Lett forurensede masser","2021","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Lett forurensede masser","2022","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Lett forurensede masser","2023","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Lett forurensede masser","2024","Avfallsmengde",0
"Tjenesteytende næringer","I alt, uten lett forurensede masser","2012","Avfallsmengde",2069
"Tjenesteytende næringer","I alt, uten lett forurensede masser","2013","Avfallsmengde",2151
"Tjenesteytende næringer","I alt, uten lett forurensede masser","2014","Avfallsmengde",2161
"Tjenesteytende næringer","I alt, uten lett forurensede masser","2015","Avfallsmengde",2318
"Tjenesteytende næringer","I alt, uten lett forurensede masser","2016","Avfallsmengde",2270
"Tjenesteytende næringer","I alt, uten lett forurensede masser","2017","Avfallsmengde",2351
"Tjenesteytende næringer","I alt, uten lett forurensede masser","2018","Avfallsmengde",2521
"Tjenesteytende næringer","I alt, uten lett forurensede masser","2019","Avfallsmengde",2169
"Tjenesteytende næringer","I alt, uten lett forurensede masser","2020","Avfallsmengde",1517
"Tjenesteytende næringer","I alt, uten lett forurensede masser","2021","Avfallsmengde",1978
"Tjenesteytende næringer","I alt, uten lett forurensede masser","2022","Avfallsmengde",1827
"Tjenesteytende næringer","I alt, uten lett forurensede masser","2023","Avfallsmengde",1897
"Tjenesteytende næringer","I alt, uten lett forurensede masser","2024","Avfallsmengde",1847
"Tjenesteytende næringer","Våtorganisk avfall","2012","Avfallsmengde",123
"Tjenesteytende næringer","Våtorganisk avfall","2013","Avfallsmengde",120
"Tjenesteytende næringer","Våtorganisk avfall","2014","Avfallsmengde",88
"Tjenesteytende næringer","Våtorganisk avfall","2015","Avfallsmengde",134
"Tjenesteytende næringer","Våtorganisk avfall","2016","Avfallsmengde",123
"Tjenesteytende næringer","Våtorganisk avfall","2017","Avfallsmengde",166
"Tjenesteytende næringer","Våtorganisk avfall","2018","Avfallsmengde",191
"Tjenesteytende næringer","Våtorganisk avfall","2019","Avfallsmengde",177
"Tjenesteytende næringer","Våtorganisk avfall","2020","Avfallsmengde",101
"Tjenesteytende næringer","Våtorganisk avfall","2021","Avfallsmengde",102
"Tjenesteytende næringer","Våtorganisk avfall","2022","Avfallsmengde",111
"Tjenesteytende næringer","Våtorganisk avfall","2023","Avfallsmengde",134
"Tjenesteytende næringer","Våtorganisk avfall","2024","Avfallsmengde",113
"Tjenesteytende næringer","Park- og hageavfall","2012","Avfallsmengde",29
"Tjenesteytende næringer","Park- og hageavfall","2013","Avfallsmengde",24
"Tjenesteytende næringer","Park- og hageavfall","2014","Avfallsmengde",11
"Tjenesteytende næringer","Park- og hageavfall","2015","Avfallsmengde",24
"Tjenesteytende næringer","Park- og hageavfall","2016","Avfallsmengde",21
"Tjenesteytende næringer","Park- og hageavfall","2017","Avfallsmengde",21
"Tjenesteytende næringer","Park- og hageavfall","2018","Avfallsmengde",19
"Tjenesteytende næringer","Park- og hageavfall","2019","Avfallsmengde",16
"Tjenesteytende næringer","Park- og hageavfall","2020","Avfallsmengde",7
"Tjenesteytende næringer","Park- og hageavfall","2021","Avfallsmengde",21
"Tjenesteytende næringer","Park- og hageavfall","2022","Avfallsmengde",19
"Tjenesteytende næringer","Park- og hageavfall","2023","Avfallsmengde",17
"Tjenesteytende næringer","Park- og hageavfall","2024","Avfallsmengde",23
"Tjenesteytende næringer","Treavfall","2012","Avfallsmengde",138
"Tjenesteytende næringer","Treavfall","2013","Avfallsmengde",126
"Tjenesteytende næringer","Treavfall","2014","Avfallsmengde",125
"Tjenesteytende næringer","Treavfall","2015","Avfallsmengde",144
"Tjenesteytende næringer","Treavfall","2016","Avfallsmengde",150
"Tjenesteytende næringer","Treavfall","2017","Avfallsmengde",164
"Tjenesteytende næringer","Treavfall","2018","Avfallsmengde",168
"Tjenesteytende næringer","Treavfall","2019","Avfallsmengde",137
"Tjenesteytende næringer","Treavfall","2020","Avfallsmengde",124
"Tjenesteytende næringer","Treavfall","2021","Avfallsmengde",151
"Tjenesteytende næringer","Treavfall","2022","Avfallsmengde",127
"Tjenesteytende næringer","Treavfall","2023","Avfallsmengde",129
"Tjenesteytende næringer","Treavfall","2024","Avfallsmengde",126
"Tjenesteytende næringer","Slam","2012","Avfallsmengde",5
"Tjenesteytende næringer","Slam","2013","Avfallsmengde",128
"Tjenesteytende næringer","Slam","2014","Avfallsmengde",15
"Tjenesteytende næringer","Slam","2015","Avfallsmengde",50
"Tjenesteytende næringer","Slam","2016","Avfallsmengde",14
"Tjenesteytende næringer","Slam","2017","Avfallsmengde",13
"Tjenesteytende næringer","Slam","2018","Avfallsmengde",16
"Tjenesteytende næringer","Slam","2019","Avfallsmengde",2
"Tjenesteytende næringer","Slam","2020","Avfallsmengde",2
"Tjenesteytende næringer","Slam","2021","Avfallsmengde",25
"Tjenesteytende næringer","Slam","2022","Avfallsmengde",19
"Tjenesteytende næringer","Slam","2023","Avfallsmengde",4
"Tjenesteytende næringer","Slam","2024","Avfallsmengde",13
