"kilde","materialtype","år","statistikkvariabel","10514: Avfallsregnskap for Norge (1 000 tonn),"
"Vannforsyning, avløps- og renovasjonsvirksomhet","Treavfall","2012","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Treavfall","2013","Avfallsmengde",4
"Vannforsyning, avløps- og renovasjonsvirksomhet","Treavfall","2014","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Treavfall","2015","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","Treavfall","2016","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","Treavfall","2017","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","Treavfall","2018","Avfallsmengde",5
"Vannforsyning, avløps- og renovasjonsvirksomhet","Treavfall","2019","Avfallsmengde",5
"Vannforsyning, avløps- og renovasjonsvirksomhet","Treavfall","2020","Avfallsmengde",6
"Vannforsyning, avløps- og renovasjonsvirksomhet","Treavfall","2021","Avfallsmengde",7
"Vannforsyning, avløps- og renovasjonsvirksomhet","Treavfall","2022","Avfallsmengde",5
"Vannforsyning, avløps- og renovasjonsvirksomhet","Treavfall","2023","Avfallsmengde",5
"Vannforsyning, avløps- og renovasjonsvirksomhet","Treavfall","2024","Avfallsmengde",6
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slam","2012","Avfallsmengde",123
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slam","2013","Avfallsmengde",131
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slam","2014","Avfallsmengde",122
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slam","2015","Avfallsmengde",114
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slam","2016","Avfallsmengde",115
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slam","2017","Avfallsmengde",177
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slam","2018","Avfallsmengde",149
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slam","2019","Avfallsmengde",154
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slam","2020","Avfallsmengde",206
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slam","2021","Avfallsmengde",147
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slam","2022","Avfallsmengde",135
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slam","2023","Avfallsmengde",50
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slam","2024","Avfallsmengde",138
"Vannforsyning, avløps- og renovasjonsvirksomhet","Papir, papp og kartong","2012","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Papir, papp og kartong","2013","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Papir, papp og kartong","2014","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Papir, papp og kartong","2015","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Papir, papp og kartong","2016","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Papir, papp og kartong","2017","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Papir, papp og kartong","2018","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Papir, papp og kartong","2019","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Papir, papp og kartong","2020","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Papir, papp og kartong","2021","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Papir, papp og kartong","2022","Avfallsmengde",2
"Vannforsyning, avløps- og renovasjonsvirksomhet","Papir, papp og kartong","2023","Avfallsmengde",2
"Vannforsyning, avløps- og renovasjonsvirksomhet","Papir, papp og kartong","2024","Avfallsmengde",2
"Vannforsyning, avløps- og renovasjonsvirksomhet","Glass","2012","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Glass","2013","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Glass","2014","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Glass","2015","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Glass","2016","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Glass","2017","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Glass","2018","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Glass","2019","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Glass","2020","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Glass","2021","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Glass","2022","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Glass","2023","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Glass","2024","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Metall","2012","Avfallsmengde",2
"Vannforsyning, avløps- og renovasjonsvirksomhet","Metall","2013","Avfallsmengde",3
"Vannforsyning, avløps- og renovasjonsvirksomhet","Metall","2014","Avfallsmengde",38
"Vannforsyning, avløps- og renovasjonsvirksomhet","Metall","2015","Avfallsmengde",34
"Vannforsyning, avløps- og renovasjonsvirksomhet","Metall","2016","Avfallsmengde",16
"Vannforsyning, avløps- og renovasjonsvirksomhet","Metall","2017","Avfallsmengde",11
"Vannforsyning, avløps- og renovasjonsvirksomhet","Metall","2018","Avfallsmengde",82
"Vannforsyning, avløps- og renovasjonsvirksomhet","Metall","2019","Avfallsmengde",86
"Vannforsyning, avløps- og renovasjonsvirksomhet","Metall","2020","Avfallsmengde",94
"Vannforsyning, avløps- og renovasjonsvirksomhet","Metall","2021","Avfallsmengde",109
"Vannforsyning, avløps- og renovasjonsvirksomhet","Metall","2022","Avfallsmengde",28
"Vannforsyning, avløps- og renovasjonsvirksomhet","Metall","2023","Avfallsmengde",28
"Vannforsyning, avløps- og renovasjonsvirksomhet","Metall","2024","Avfallsmengde",30
"Vannforsyning, avløps- og renovasjonsvirksomhet","EE-avfall","2012","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","EE-avfall","2013","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","EE-avfall","2014","Avfallsmengde",8
"Vannforsyning, avløps- og renovasjonsvirksomhet","EE-avfall","2015","Avfallsmengde",9
"Vannforsyning, avløps- og renovasjonsvirksomhet","EE-avfall","2016","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","EE-avfall","2017","Avfallsmengde",2
"Vannforsyning, avløps- og renovasjonsvirksomhet","EE-avfall","2018","Avfallsmengde",2
"Vannforsyning, avløps- og renovasjonsvirksomhet","EE-avfall","2019","Avfallsmengde",3
"Vannforsyning, avløps- og renovasjonsvirksomhet","EE-avfall","2020","Avfallsmengde",3
"Vannforsyning, avløps- og renovasjonsvirksomhet","EE-avfall","2021","Avfallsmengde",3
"Vannforsyning, avløps- og renovasjonsvirksomhet","EE-avfall","2022","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","EE-avfall","2023","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","EE-avfall","2024","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","Betong og tegl","2012","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Betong og tegl","2013","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Betong og tegl","2014","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Betong og tegl","2015","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Betong og tegl","2016","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Betong og tegl","2017","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","Betong og tegl","2018","Avfallsmengde",3
"Vannforsyning, avløps- og renovasjonsvirksomhet","Betong og tegl","2019","Avfallsmengde",7
"Vannforsyning, avløps- og renovasjonsvirksomhet","Betong og tegl","2020","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Betong og tegl","2021","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Betong og tegl","2022","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","Betong og tegl","2023","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","Betong og tegl","2024","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slagg, støv, bunnaske, flygeaske","2012","Avfallsmengde",163
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slagg, støv, bunnaske, flygeaske","2013","Avfallsmengde",174
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slagg, støv, bunnaske, flygeaske","2014","Avfallsmengde",176
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slagg, støv, bunnaske, flygeaske","2015","Avfallsmengde",182
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slagg, støv, bunnaske, flygeaske","2016","Avfallsmengde",171
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slagg, støv, bunnaske, flygeaske","2017","Avfallsmengde",195
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slagg, støv, bunnaske, flygeaske","2018","Avfallsmengde",208
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slagg, støv, bunnaske, flygeaske","2019","Avfallsmengde",218
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slagg, støv, bunnaske, flygeaske","2020","Avfallsmengde",169
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slagg, støv, bunnaske, flygeaske","2021","Avfallsmengde",163
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slagg, støv, bunnaske, flygeaske","2022","Avfallsmengde",165
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slagg, støv, bunnaske, flygeaske","2023","Avfallsmengde",119
"Vannforsyning, avløps- og renovasjonsvirksomhet","Slagg, støv, bunnaske, flygeaske","2024","Avfallsmengde",63
"Vannforsyning, avløps- og renovasjonsvirksomhet","Plast","2012","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Plast","2013","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Plast","2014","Avfallsmengde",3
"Vannforsyning, avløps- og renovasjonsvirksomhet","Plast","2015","Avfallsmengde",7
"Vannforsyning, avløps- og renovasjonsvirksomhet","Plast","2016","Avfallsmengde",2
"Vannforsyning, avløps- og renovasjonsvirksomhet","Plast","2017","Avfallsmengde",10
"Vannforsyning, avløps- og renovasjonsvirksomhet","Plast","2018","Avfallsmengde",4
"Vannforsyning, avløps- og renovasjonsvirksomhet","Plast","2019","Avfallsmengde",12
"Vannforsyning, avløps- og renovasjonsvirksomhet","Plast","2020","Avfallsmengde",13
"Vannforsyning, avløps- og renovasjonsvirksomhet","Plast","2021","Avfallsmengde",15
"Vannforsyning, avløps- og renovasjonsvirksomhet","Plast","2022","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Plast","2023","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Plast","2024","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Gummi","2012","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Gummi","2013","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Gummi","2014","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Gummi","2015","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Gummi","2016","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Gummi","2017","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Gummi","2018","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Gummi","2019","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Gummi","2020","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Gummi","2021","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Gummi","2022","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Gummi","2023","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Gummi","2024","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Tekstiler","2012","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Tekstiler","2013","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Tekstiler","2014","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Tekstiler","2015","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Tekstiler","2016","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Tekstiler","2017","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Tekstiler","2018","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Tekstiler","2019","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Tekstiler","2020","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Tekstiler","2021","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Tekstiler","2022","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Tekstiler","2023","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Tekstiler","2024","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Kasserte kjøretøy","2012","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Kasserte kjøretøy","2013","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Kasserte kjøretøy","2014","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Kasserte kjøretøy","2015","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Kasserte kjøretøy","2016","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Kasserte kjøretøy","2017","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Kasserte kjøretøy","2018","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","Kasserte kjøretøy","2019","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","Kasserte kjøretøy","2020","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","Kasserte kjøretøy","2021","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Kasserte kjøretøy","2022","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Kasserte kjøretøy","2023","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Kasserte kjøretøy","2024","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Radioaktivt avfall","2012","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Radioaktivt avfall","2013","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Radioaktivt avfall","2014","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Radioaktivt avfall","2015","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Radioaktivt avfall","2016","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Radioaktivt avfall","2017","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Radioaktivt avfall","2018","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Radioaktivt avfall","2019","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Radioaktivt avfall","2020","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Radioaktivt avfall","2021","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Radioaktivt avfall","2022","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Radioaktivt avfall","2023","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Radioaktivt avfall","2024","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Farlig avfall","2012","Avfallsmengde",71
"Vannforsyning, avløps- og renovasjonsvirksomhet","Farlig avfall","2013","Avfallsmengde",76
"Vannforsyning, avløps- og renovasjonsvirksomhet","Farlig avfall","2014","Avfallsmengde",80
"Vannforsyning, avløps- og renovasjonsvirksomhet","Farlig avfall","2015","Avfallsmengde",69
"Vannforsyning, avløps- og renovasjonsvirksomhet","Farlig avfall","2016","Avfallsmengde",176
"Vannforsyning, avløps- og renovasjonsvirksomhet","Farlig avfall","2017","Avfallsmengde",182
"Vannforsyning, avløps- og renovasjonsvirksomhet","Farlig avfall","2018","Avfallsmengde",179
"Vannforsyning, avløps- og renovasjonsvirksomhet","Farlig avfall","2019","Avfallsmengde",190
"Vannforsyning, avløps- og renovasjonsvirksomhet","Farlig avfall","2020","Avfallsmengde",320
"Vannforsyning, avløps- og renovasjonsvirksomhet","Farlig avfall","2021","Avfallsmengde",427
"Vannforsyning, avløps- og renovasjonsvirksomhet","Farlig avfall","2022","Avfallsmengde",324
"Vannforsyning, avløps- og renovasjonsvirksomhet","Farlig avfall","2023","Avfallsmengde",319
"Vannforsyning, avløps- og renovasjonsvirksomhet","Farlig avfall","2024","Avfallsmengde",326
"Vannforsyning, avløps- og renovasjonsvirksomhet","Blandet avfall","2012","Avfallsmengde",78
"Vannforsyning, avløps- og renovasjonsvirksomhet","Blandet avfall","2013","Avfallsmengde",98
"Vannforsyning, avløps- og renovasjonsvirksomhet","Blandet avfall","2014","Avfallsmengde",140
"Vannforsyning, avløps- og renovasjonsvirksomhet","Blandet avfall","2015","Avfallsmengde",79
"Vannforsyning, avløps- og renovasjonsvirksomhet","Blandet avfall","2016","Avfallsmengde",130
"Vannforsyning, avløps- og renovasjonsvirksomhet","Blandet avfall","2017","Avfallsmengde",148
"Vannforsyning, avløps- og renovasjonsvirksomhet","Blandet avfall","2018","Avfallsmengde",187
"Vannforsyning, avløps- og renovasjonsvirksomhet","Blandet avfall","2019","Avfallsmengde",185
"Vannforsyning, avløps- og renovasjonsvirksomhet","Blandet avfall","2020","Avfallsmengde",132
"Vannforsyning, avløps- og renovasjonsvirksomhet","Blandet avfall","2021","Avfallsmengde",146
"Vannforsyning, avløps- og renovasjonsvirksomhet","Blandet avfall","2022","Avfallsmengde",329
"Vannforsyning, avløps- og renovasjonsvirksomhet","Blandet avfall","2023","Avfallsmengde",276
"Vannforsyning, avløps- og renovasjonsvirksomhet","Blandet avfall","2024","Avfallsmengde",293
"Vannforsyning, avløps- og renovasjonsvirksomhet","Andre materialer","2012","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","Andre materialer","2013","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","Andre materialer","2014","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","Andre materialer","2015","Avfallsmengde",2
"Vannforsyning, avløps- og renovasjonsvirksomhet","Andre materialer","2016","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","Andre materialer","2017","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","Andre materialer","2018","Avfallsmengde",3
"Vannforsyning, avløps- og renovasjonsvirksomhet","Andre materialer","2019","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","Andre materialer","2020","Avfallsmengde",3
"Vannforsyning, avløps- og renovasjonsvirksomhet","Andre materialer","2021","Avfallsmengde",2
"Vannforsyning, avløps- og renovasjonsvirksomhet","Andre materialer","2022","Avfallsmengde",2
"Vannforsyning, avløps- og renovasjonsvirksomhet","Andre materialer","2023","Avfallsmengde",2
"Vannforsyning, avløps- og renovasjonsvirksomhet","Andre materialer","2024","Avfallsmengde",2
"Vannforsyning, avløps- og renovasjonsvirksomhet","Lett forurensede masser","2012","Avfallsmengde",0
"Vannforsyning, avløps- og renovasjonsvirksomhet","Lett forurensede masser","2013","Avfallsmengde",28
"Vannforsyning, avløps- og renovasjonsvirksomhet","Lett forurensede masser","2014","Avfallsmengde",14
"Vannforsyning, avløps- og renovasjonsvirksomhet","Lett forurensede masser","2015","Avfallsmengde",18
"Vannforsyning, avløps- og renovasjonsvirksomhet","Lett forurensede masser","2016","Avfallsmengde",19
"Vannforsyning, avløps- og renovasjonsvirksomhet","Lett forurensede masser","2017","Avfallsmengde",7
"Vannforsyning, avløps- og renovasjonsvirksomhet","Lett forurensede masser","2018","Avfallsmengde",10
"Vannforsyning, avløps- og renovasjonsvirksomhet","Lett forurensede masser","2019","Avfallsmengde",98
"Vannforsyning, avløps- og renovasjonsvirksomhet","Lett forurensede masser","2020","Avfallsmengde",8
"Vannforsyning, avløps- og renovasjonsvirksomhet","Lett forurensede masser","2021","Avfallsmengde",1
"Vannforsyning, avløps- og renovasjonsvirksomhet","Lett forurensede masser","2022","Avfallsmengde",6
"Vannforsyning, avløps- og renovasjonsvirksomhet","Lett forurensede masser","2023","Avfallsmengde",82
"Vannforsyning, avløps- og renovasjonsvirksomhet","Lett forurensede masser","2024","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","I alt, uten lett forurensede masser","2012","Avfallsmengde",2452
"Bygge- og anleggsvirksomhet","I alt, uten lett forurensede masser","2013","Avfallsmengde",2285
"Bygge- og anleggsvirksomhet","I alt, uten lett forurensede masser","2014","Avfallsmengde",2496
"Bygge- og anleggsvirksomhet","I alt, uten lett forurensede masser","2015","Avfallsmengde",2581
"Bygge- og anleggsvirksomhet","I alt, uten lett forurensede masser","2016","Avfallsmengde",2840
"Bygge- og anleggsvirksomhet","I alt, uten lett forurensede masser","2017","Avfallsmengde",2970
"Bygge- og anleggsvirksomhet","I alt, uten lett forurensede masser","2018","Avfallsmengde",2812
"Bygge- og anleggsvirksomhet","I alt, uten lett forurensede masser","2019","Avfallsmengde",3213
"Bygge- og anleggsvirksomhet","I alt, uten lett forurensede masser","2020","Avfallsmengde",3329
"Bygge- og anleggsvirksomhet","I alt, uten lett forurensede masser","2021","Avfallsmengde",2843
"Bygge- og anleggsvirksomhet","I alt, uten lett forurensede masser","2022","Avfallsmengde",3152
"Bygge- og anleggsvirksomhet","I alt, uten lett forurensede masser","2023","Avfallsmengde",2669
"Bygge- og anleggsvirksomhet","I alt, uten lett forurensede masser","2024","Avfallsmengde",2812
"Bygge- og anleggsvirksomhet","Våtorganisk avfall","2012","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Våtorganisk avfall","2013","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Våtorganisk avfall","2014","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Våtorganisk avfall","2015","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Våtorganisk avfall","2016","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Våtorganisk avfall","2017","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Våtorganisk avfall","2018","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Våtorganisk avfall","2019","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Våtorganisk avfall","2020","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Våtorganisk avfall","2021","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Våtorganisk avfall","2022","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Våtorganisk avfall","2023","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Våtorganisk avfall","2024","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Park- og hageavfall","2012","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Park- og hageavfall","2013","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Park- og hageavfall","2014","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Park- og hageavfall","2015","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Park- og hageavfall","2016","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Park- og hageavfall","2017","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Park- og hageavfall","2018","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Park- og hageavfall","2019","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Park- og hageavfall","2020","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Park- og hageavfall","2021","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Park- og hageavfall","2022","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Park- og hageavfall","2023","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Park- og hageavfall","2024","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Treavfall","2012","Avfallsmengde",271
"Bygge- og anleggsvirksomhet","Treavfall","2013","Avfallsmengde",260
"Bygge- og anleggsvirksomhet","Treavfall","2014","Avfallsmengde",251
"Bygge- og anleggsvirksomhet","Treavfall","2015","Avfallsmengde",253
"Bygge- og anleggsvirksomhet","Treavfall","2016","Avfallsmengde",262
"Bygge- og anleggsvirksomhet","Treavfall","2017","Avfallsmengde",254
"Bygge- og anleggsvirksomhet","Treavfall","2018","Avfallsmengde",244
"Bygge- og anleggsvirksomhet","Treavfall","2019","Avfallsmengde",254
"Bygge- og anleggsvirksomhet","Treavfall","2020","Avfallsmengde",267
"Bygge- og anleggsvirksomhet","Treavfall","2021","Avfallsmengde",235
"Bygge- og anleggsvirksomhet","Treavfall","2022","Avfallsmengde",266
"Bygge- og anleggsvirksomhet","Treavfall","2023","Avfallsmengde",232
"Bygge- og anleggsvirksomhet","Treavfall","2024","Avfallsmengde",234
"Bygge- og anleggsvirksomhet","Slam","2012","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slam","2013","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slam","2014","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slam","2015","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slam","2016","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slam","2017","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slam","2018","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slam","2019","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slam","2020","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slam","2021","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slam","2022","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slam","2023","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Slam","2024","Avfallsmengde",0
"Bygge- og anleggsvirksomhet","Papir, papp og kartong","2012","Avfallsmengde",27
"Bygge- og anleggsvirksomhet","Papir, papp og kartong","2013","Avfallsmengde",26
"Bygge- og anleggsvirksomhet","Papir, papp og kartong","2014","Avfallsmengde",21
"Bygge- og anleggsvirksomhet","Papir, papp og kartong","2015","Avfallsmengde",21
"Bygge- og anleggsvirksomhet","Papir, papp og kartong","2016","Avfallsmengde",23
"Bygge- og anleggsvirksomhet","Papir, papp og kartong","2017","Avfallsmengde",21
"Bygge- og anleggsvirksomhet","Papir, papp og kartong","2018","Avfallsmengde",21
"Bygge- og anleggsvirksomhet","Papir, papp og kartong","2019","Avfallsmengde",22
"Bygge- og anleggsvirksomhet","Papir, papp og kartong","2020","Avfallsmengde",22
"Bygge- og anleggsvirksomhet","Papir, papp og kartong","2021","Avfallsmengde",20
