"behandlingsmåte","materialtype","år","statistikkvariabel","10513: Avfallsregnskap for Norge (1 000 tonn),"
"Biogassproduksjon","Lett forurensede masser","2019","Avfallsmengde",0
"Biogassproduksjon","Lett forurensede masser","2020","Avfallsmengde",0
"Biogassproduksjon","Lett forurensede masser","2021","Avfallsmengde",0
"Biogassproduksjon","Lett forurensede masser","2022","Avfallsmengde",0
"Biogassproduksjon","Lett forurensede masser","2023","Avfallsmengde",0
"Biogassproduksjon","Lett forurensede masser","2024","Avfallsmengde",0
"Levert til kompostering","I alt, uten lett forurensede masser","2012","Avfallsmengde",410
"Levert til kompostering","I alt, uten lett forurensede masser","2013","Avfallsmengde",447
"Levert til kompostering","I alt, uten lett forurensede masser","2014","Avfallsmengde",415
"Levert til kompostering","I alt, uten lett forurensede masser","2015","Avfallsmengde",311
"Levert til kompostering","I alt, uten lett forurensede masser","2016","Avfallsmengde",360
"Levert til kompostering","I alt, uten lett forurensede masser","2017","Avfallsmengde",279
"Levert til kompostering","I alt, uten lett forurensede masser","2018","Avfallsmengde",319
"Levert til kompostering","I alt, uten lett forurensede masser","2019","Avfallsmengde",216
"Levert til kompostering","I alt, uten lett forurensede masser","2020","Avfallsmengde",229
"Levert til kompostering","I alt, uten lett forurensede masser","2021","Avfallsmengde",285
"Levert til kompostering","I alt, uten lett forurensede masser","2022","Avfallsmengde",221
"Levert til kompostering","I alt, uten lett forurensede masser","2023","Avfallsmengde",241
"Levert til kompostering","I alt, uten lett forurensede masser","2024","Avfallsmengde",254
"Levert til kompostering","Våtorganisk avfall","2012","Avfallsmengde",214
"Levert til kompostering","Våtorganisk avfall","2013","Avfallsmengde",186
"Levert til kompostering","Våtorganisk avfall","2014","Avfallsmengde",152
"Levert til kompostering","Våtorganisk avfall","2015","Avfallsmengde",116
"Levert til kompostering","Våtorganisk avfall","2016","Avfallsmengde",93
"Levert til kompostering","Våtorganisk avfall","2017","Avfallsmengde",94
"Levert til kompostering","Våtorganisk avfall","2018","Avfallsmengde",135
"Levert til kompostering","Våtorganisk avfall","2019","Avfallsmengde",56
"Levert til kompostering","Våtorganisk avfall","2020","Avfallsmengde",64
"Levert til kompostering","Våtorganisk avfall","2021","Avfallsmengde",60
"Levert til kompostering","Våtorganisk avfall","2022","Avfallsmengde",63
"Levert til kompostering","Våtorganisk avfall","2023","Avfallsmengde",71
"Levert til kompostering","Våtorganisk avfall","2024","Avfallsmengde",67
"Levert til kompostering","Park- og hageavfall","2012","Avfallsmengde",160
"Levert til kompostering","Park- og hageavfall","2013","Avfallsmengde",203
"Levert til kompostering","Park- og hageavfall","2014","Avfallsmengde",159
"Levert til kompostering","Park- og hageavfall","2015","Avfallsmengde",161
"Levert til kompostering","Park- og hageavfall","2016","Avfallsmengde",149
"Levert til kompostering","Park- og hageavfall","2017","Avfallsmengde",165
"Levert til kompostering","Park- og hageavfall","2018","Avfallsmengde",164
"Levert til kompostering","Park- og hageavfall","2019","Avfallsmengde",153
"Levert til kompostering","Park- og hageavfall","2020","Avfallsmengde",157
"Levert til kompostering","Park- og hageavfall","2021","Avfallsmengde",189
"Levert til kompostering","Park- og hageavfall","2022","Avfallsmengde",92
"Levert til kompostering","Park- og hageavfall","2023","Avfallsmengde",98
"Levert til kompostering","Park- og hageavfall","2024","Avfallsmengde",103
"Levert til kompostering","Treavfall","2012","Avfallsmengde",7
"Levert til kompostering","Treavfall","2013","Avfallsmengde",7
"Levert til kompostering","Treavfall","2014","Avfallsmengde",6
"Levert til kompostering","Treavfall","2015","Avfallsmengde",7
"Levert til kompostering","Treavfall","2016","Avfallsmengde",5
"Levert til kompostering","Treavfall","2017","Avfallsmengde",4
"Levert til kompostering","Treavfall","2018","Avfallsmengde",4
"Levert til kompostering","Treavfall","2019","Avfallsmengde",3
"Levert til kompostering","Treavfall","2020","Avfallsmengde",3
"Levert til kompostering","Treavfall","2021","Avfallsmengde",2
"Levert til kompostering","Treavfall","2022","Avfallsmengde",2
"Levert til kompostering","Treavfall","2023","Avfallsmengde",3
"Levert til kompostering","Treavfall","2024","Avfallsmengde",1
"Levert til kompostering","Slam","2012","Avfallsmengde",21
"Levert til kompostering","Slam","2013","Avfallsmengde",45
"Levert til kompostering","Slam","2014","Avfallsmengde",11
"Levert til kompostering","Slam","2015","Avfallsmengde",22
"Levert til kompostering","Slam","2016","Avfallsmengde",109
"Levert til kompostering","Slam","2017","Avfallsmengde",9
"Levert til kompostering","Slam","2018","Avfallsmengde",10
"Levert til kompostering","Slam","2019","Avfallsmengde",1
"Levert til kompostering","Slam","2020","Avfallsmengde",1
"Levert til kompostering","Slam","2021","Avfallsmengde",32
"Levert til kompostering","Slam","2022","Avfallsmengde",62
"Levert til kompostering","Slam","2023","Avfallsmengde",67
"Levert til kompostering","Slam","2024","Avfallsmengde",84
"Levert til kompostering","Papir, papp og kartong","2012","Avfallsmengde",0
"Levert til kompostering","Papir, papp og kartong","2013","Avfallsmengde",0
"Levert til kompostering","Papir, papp og kartong","2014","Avfallsmengde",0
"Levert til kompostering","Papir, papp og kartong","2015","Avfallsmengde",1
"Levert til kompostering","Papir, papp og kartong","2016","Avfallsmengde",0
"Levert til kompostering","Papir, papp og kartong","2017","Avfallsmengde",0
"Levert til kompostering","Papir, papp og kartong","2018","Avfallsmengde",0
"Levert til kompostering","Papir, papp og kartong","2019","Avfallsmengde",0
"Levert til kompostering","Papir, papp og kartong","2020","Avfallsmengde",0
"Levert til kompostering","Papir, papp og kartong","2021","Avfallsmengde",0
"Levert til kompostering","Papir, papp og kartong","2022","Avfallsmengde",0
"Levert til kompostering","Papir, papp og kartong","2023","Avfallsmengde",0
"Levert til kompostering","Papir, papp og kartong","2024","Avfallsmengde",0
"Levert til kompostering","Glass","2012","Avfallsmengde",0
"Levert til kompostering","Glass","2013","Avfallsmengde",0
"Levert til kompostering","Glass","2014","Avfallsmengde",0
"Levert til kompostering","Glass","2015","Avfallsmengde",0
"Levert til kompostering","Glass","2016","Avfallsmengde",0
"Levert til kompostering","Glass","2017","Avfallsmengde",0
"Levert til kompostering","Glass","2018","Avfallsmengde",0
"Levert til kompostering","Glass","2019","Avfallsmengde",0
"Levert til kompostering","Glass","2020","Avfallsmengde",0
"Levert til kompostering","Glass","2021","Avfallsmengde",0
"Levert til kompostering","Glass","2022","Avfallsmengde",0
"Levert til kompostering","Glass","2023","Avfallsmengde",0
"Levert til kompostering","Glass","2024","Avfallsmengde",0
"Levert til kompostering","Metall","2012","Avfallsmengde",0
"Levert til kompostering","Metall","2013","Avfallsmengde",0
"Levert til kompostering","Metall","2014","Avfallsmengde",0
"Levert til kompostering","Metall","2015","Avfallsmengde",0
"Levert til kompostering","Metall","2016","Avfallsmengde",0
"Levert til kompostering","Metall","2017","Avfallsmengde",0
"Levert til kompostering","Metall","2018","Avfallsmengde",0
"Levert til kompostering","Metall","2019","Avfallsmengde",0
"Levert til kompostering","Metall","2020","Avfallsmengde",0
"Levert til kompostering","Metall","2021","Avfallsmengde",0
"Levert til kompostering","Metall","2022","Avfallsmengde",0
"Levert til kompostering","Metall","2023","Avfallsmengde",0
"Levert til kompostering","Metall","2024","Avfallsmengde",0
"Levert til kompostering","EE-avfall","2012","Avfallsmengde",0
"Levert til kompostering","EE-avfall","2013","Avfallsmengde",0
"Levert til kompostering","EE-avfall","2014","Avfallsmengde",0
"Levert til kompostering","EE-avfall","2015","Avfallsmengde",0
"Levert til kompostering","EE-avfall","2016","Avfallsmengde",0
"Levert til kompostering","EE-avfall","2017","Avfallsmengde",0
"Levert til kompostering","EE-avfall","2018","Avfallsmengde",0
"Levert til kompostering","EE-avfall","2019","Avfallsmengde",0
"Levert til kompostering","EE-avfall","2020","Avfallsmengde",0
"Levert til kompostering","EE-avfall","2021","Avfallsmengde",0
"Levert til kompostering","EE-avfall","2022","Avfallsmengde",0
"Levert til kompostering","EE-avfall","2023","Avfallsmengde",0
"Levert til kompostering","EE-avfall","2024","Avfallsmengde",0
"Levert til kompostering","Betong og tegl","2012","Avfallsmengde",0
"Levert til kompostering","Betong og tegl","2013","Avfallsmengde",0
"Levert til kompostering","Betong og tegl","2014","Avfallsmengde",0
"Levert til kompostering","Betong og tegl","2015","Avfallsmengde",0
"Levert til kompostering","Betong og tegl","2016","Avfallsmengde",0
"Levert til kompostering","Betong og tegl","2017","Avfallsmengde",0
"Levert til kompostering","Betong og tegl","2018","Avfallsmengde",0
"Levert til kompostering","Betong og tegl","2019","Avfallsmengde",0
"Levert til kompostering","Betong og tegl","2020","Avfallsmengde",0
"Levert til kompostering","Betong og tegl","2021","Avfallsmengde",0
"Levert til kompostering","Betong og tegl","2022","Avfallsmengde",0
"Levert til kompostering","Betong og tegl","2023","Avfallsmengde",0
"Levert til kompostering","Betong og tegl","2024","Avfallsmengde",0
"Levert til kompostering","Slagg, støv, bunnaske, flygeaske","2012","Avfallsmengde",0
"Levert til kompostering","Slagg, støv, bunnaske, flygeaske","2013","Avfallsmengde",0
"Levert til kompostering","Slagg, støv, bunnaske, flygeaske","2014","Avfallsmengde",0
"Levert til kompostering","Slagg, støv, bunnaske, flygeaske","2015","Avfallsmengde",0
"Levert til kompostering","Slagg, støv, bunnaske, flygeaske","2016","Avfallsmengde",0
"Levert til kompostering","Slagg, støv, bunnaske, flygeaske","2017","Avfallsmengde",0
"Levert til kompostering","Slagg, støv, bunnaske, flygeaske","2018","Avfallsmengde",0
"Levert til kompostering","Slagg, støv, bunnaske, flygeaske","2019","Avfallsmengde",0
"Levert til kompostering","Slagg, støv, bunnaske, flygeaske","2020","Avfallsmengde",0
"Levert til kompostering","Slagg, støv, bunnaske, flygeaske","2021","Avfallsmengde",0
"Levert til kompostering","Slagg, støv, bunnaske, flygeaske","2022","Avfallsmengde",1
"Levert til kompostering","Slagg, støv, bunnaske, flygeaske","2023","Avfallsmengde",0
"Levert til kompostering","Slagg, støv, bunnaske, flygeaske","2024","Avfallsmengde",0
"Levert til kompostering","Plast","2012","Avfallsmengde",0
"Levert til kompostering","Plast","2013","Avfallsmengde",0
"Levert til kompostering","Plast","2014","Avfallsmengde",0
"Levert til kompostering","Plast","2015","Avfallsmengde",0
"Levert til kompostering","Plast","2016","Avfallsmengde",0
"Levert til kompostering","Plast","2017","Avfallsmengde",0
"Levert til kompostering","Plast","2018","Avfallsmengde",0
"Levert til kompostering","Plast","2019","Avfallsmengde",0
"Levert til kompostering","Plast","2020","Avfallsmengde",0
"Levert til kompostering","Plast","2021","Avfallsmengde",0
"Levert til kompostering","Plast","2022","Avfallsmengde",0
"Levert til kompostering","Plast","2023","Avfallsmengde",0
"Levert til kompostering","Plast","2024","Avfallsmengde",0
"Levert til kompostering","Gummi","2012","Avfallsmengde",0
"Levert til kompostering","Gummi","2013","Avfallsmengde",0
"Levert til kompostering","Gummi","2014","Avfallsmengde",0
"Levert til kompostering","Gummi","2015","Avfallsmengde",0
"Levert til kompostering","Gummi","2016","Avfallsmengde",0
"Levert til kompostering","Gummi","2017","Avfallsmengde",0
"Levert til kompostering","Gummi","2018","Avfallsmengde",0
"Levert til kompostering","Gummi","2019","Avfallsmengde",0
"Levert til kompostering","Gummi","2020","Avfallsmengde",0
"Levert til kompostering","Gummi","2021","Avfallsmengde",0
"Levert til kompostering","Gummi","2022","Avfallsmengde",0
"Levert til kompostering","Gummi","2023","Avfallsmengde",0
"Levert til kompostering","Gummi","2024","Avfallsmengde",0
"Levert til kompostering","Tekstiler","2012","Avfallsmengde",0
"Levert til kompostering","Tekstiler","2013","Avfallsmengde",0
"Levert til kompostering","Tekstiler","2014","Avfallsmengde",0
"Levert til kompostering","Tekstiler","2015","Avfallsmengde",0
"Levert til kompostering","Tekstiler","2016","Avfallsmengde",0
"Levert til kompostering","Tekstiler","2017","Avfallsmengde",0
"Levert til kompostering","Tekstiler","2018","Avfallsmengde",0
"Levert til kompostering","Tekstiler","2019","Avfallsmengde",0
"Levert til kompostering","Tekstiler","2020","Avfallsmengde",0
"Levert til kompostering","Tekstiler","2021","Avfallsmengde",0
"Levert til kompostering","Tekstiler","2022","Avfallsmengde",0
"Levert til kompostering","Tekstiler","2023","Avfallsmengde",0
"Levert til kompostering","Tekstiler","2024","Avfallsmengde",0
"Levert til kompostering","Kasserte kjøretøy","2012","Avfallsmengde",0
"Levert til kompostering","Kasserte kjøretøy","2013","Avfallsmengde",0
"Levert til kompostering","Kasserte kjøretøy","2014","Avfallsmengde",0
"Levert til kompostering","Kasserte kjøretøy","2015","Avfallsmengde",0
"Levert til kompostering","Kasserte kjøretøy","2016","Avfallsmengde",0
"Levert til kompostering","Kasserte kjøretøy","2017","Avfallsmengde",0
"Levert til kompostering","Kasserte kjøretøy","2018","Avfallsmengde",0
"Levert til kompostering","Kasserte kjøretøy","2019","Avfallsmengde",0
"Levert til kompostering","Kasserte kjøretøy","2020","Avfallsmengde",0
"Levert til kompostering","Kasserte kjøretøy","2021","Avfallsmengde",0
"Levert til kompostering","Kasserte kjøretøy","2022","Avfallsmengde",0
"Levert til kompostering","Kasserte kjøretøy","2023","Avfallsmengde",0
"Levert til kompostering","Kasserte kjøretøy","2024","Avfallsmengde",0
"Levert til kompostering","Radioaktivt avfall","2012","Avfallsmengde",0
"Levert til kompostering","Radioaktivt avfall","2013","Avfallsmengde",0
"Levert til kompostering","Radioaktivt avfall","2014","Avfallsmengde",0
"Levert til kompostering","Radioaktivt avfall","2015","Avfallsmengde",0
"Levert til kompostering","Radioaktivt avfall","2016","Avfallsmengde",0
"Levert til kompostering","Radioaktivt avfall","2017","Avfallsmengde",0
"Levert til kompostering","Radioaktivt avfall","2018","Avfallsmengde",0
"Levert til kompostering","Radioaktivt avfall","2019","Avfallsmengde",0
"Levert til kompostering","Radioaktivt avfall","2020","Avfallsmengde",0
"Levert til kompostering","Radioaktivt avfall","2021","Avfallsmengde",0
"Levert til kompostering","Radioaktivt avfall","2022","Avfallsmengde",0
"Levert til kompostering","Radioaktivt avfall","2023","Avfallsmengde",0
"Levert til kompostering","Radioaktivt avfall","2024","Avfallsmengde",0
"Levert til kompostering","Farlig avfall","2012","Avfallsmengde",0
"Levert til kompostering","Farlig avfall","2013","Avfallsmengde",0
"Levert til kompostering","Farlig avfall","2014","Avfallsmengde",0
"Levert til kompostering","Farlig avfall","2015","Avfallsmengde",0
"Levert til kompostering","Farlig avfall","2016","Avfallsmengde",0
"Levert til kompostering","Farlig avfall","2017","Avfallsmengde",0
"Levert til kompostering","Farlig avfall","2018","Avfallsmengde",0
"Levert til kompostering","Farlig avfall","2019","Avfallsmengde",0
"Levert til kompostering","Farlig avfall","2020","Avfallsmengde",0
"Levert til kompostering","Farlig avfall","2021","Avfallsmengde",0
"Levert til kompostering","Farlig avfall","2022","Avfallsmengde",0
"Levert til kompostering","Farlig avfall","2023","Avfallsmengde",0
"Levert til kompostering","Farlig avfall","2024","Avfallsmengde",0
"Levert til kompostering","Blandet avfall","2012","Avfallsmengde",4
"Levert til kompostering","Blandet avfall","2013","Avfallsmengde",5
"Levert til kompostering","Blandet avfall","2014","Avfallsmengde",87
"Levert til kompostering","Blandet avfall","2015","Avfallsmengde",0
"Levert til kompostering","Blandet avfall","2016","Avfallsmengde",3
"Levert til kompostering","Blandet avfall","2017","Avfallsmengde",6
"Levert til kompostering","Blandet avfall","2018","Avfallsmengde",7
"Levert til kompostering","Blandet avfall","2019","Avfallsmengde",3
"Levert til kompostering","Blandet avfall","2020","Avfallsmengde",2
"Levert til kompostering","Blandet avfall","2021","Avfallsmengde",0
"Levert til kompostering","Blandet avfall","2022","Avfallsmengde",0
"Levert til kompostering","Blandet avfall","2023","Avfallsmengde",0
"Levert til kompostering","Blandet avfall","2024","Avfallsmengde",0
"Levert til kompostering","Andre materialer","2012","Avfallsmengde",5
"Levert til kompostering","Andre materialer","2013","Avfallsmengde",0
"Levert til kompostering","Andre materialer","2014","Avfallsmengde",0
"Levert til kompostering","Andre materialer","2015","Avfallsmengde",3
"Levert til kompostering","Andre materialer","2016","Avfallsmengde",1
"Levert til kompostering","Andre materialer","2017","Avfallsmengde",1
"Levert til kompostering","Andre materialer","2018","Avfallsmengde",0
"Levert til kompostering","Andre materialer","2019","Avfallsmengde",0
"Levert til kompostering","Andre materialer","2020","Avfallsmengde",1
"Levert til kompostering","Andre materialer","2021","Avfallsmengde",2
"Levert til kompostering","Andre materialer","2022","Avfallsmengde",0
"Levert til kompostering","Andre materialer","2023","Avfallsmengde",1
"Levert til kompostering","Andre materialer","2024","Avfallsmengde",0
"Levert til kompostering","Lett forurensede masser","2012","Avfallsmengde",0
"Levert til kompostering","Lett forurensede masser","2013","Avfallsmengde",0
"Levert til kompostering","Lett forurensede masser","2014","Avfallsmengde",0
"Levert til kompostering","Lett forurensede masser","2015","Avfallsmengde",0
"Levert til kompostering","Lett forurensede masser","2016","Avfallsmengde",0
"Levert til kompostering","Lett forurensede masser","2017","Avfallsmengde",0
"Levert til kompostering","Lett forurensede masser","2018","Avfallsmengde",0
"Levert til kompostering","Lett forurensede masser","2019","Avfallsmengde",0
"Levert til kompostering","Lett forurensede masser","2020","Avfallsmengde",0
"Levert til kompostering","Lett forurensede masser","2021","Avfallsmengde",0
"Levert til kompostering","Lett forurensede masser","2022","Avfallsmengde",0
"Levert til kompostering","Lett forurensede masser","2023","Avfallsmengde",0
"Levert til kompostering","Lett forurensede masser","2024","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","I alt, uten lett forurensede masser","2012","Avfallsmengde",666
"Brukt som fyll- og/eller dekkmasse","I alt, uten lett forurensede masser","2013","Avfallsmengde",735
"Brukt som fyll- og/eller dekkmasse","I alt, uten lett forurensede masser","2014","Avfallsmengde",440
"Brukt som fyll- og/eller dekkmasse","I alt, uten lett forurensede masser","2015","Avfallsmengde",730
"Brukt som fyll- og/eller dekkmasse","I alt, uten lett forurensede masser","2016","Avfallsmengde",321
"Brukt som fyll- og/eller dekkmasse","I alt, uten lett forurensede masser","2017","Avfallsmengde",304
"Brukt som fyll- og/eller dekkmasse","I alt, uten lett forurensede masser","2018","Avfallsmengde",448
"Brukt som fyll- og/eller dekkmasse","I alt, uten lett forurensede masser","2019","Avfallsmengde",494
"Brukt som fyll- og/eller dekkmasse","I alt, uten lett forurensede masser","2020","Avfallsmengde",91
"Brukt som fyll- og/eller dekkmasse","I alt, uten lett forurensede masser","2021","Avfallsmengde",558
"Brukt som fyll- og/eller dekkmasse","I alt, uten lett forurensede masser","2022","Avfallsmengde",300
"Brukt som fyll- og/eller dekkmasse","I alt, uten lett forurensede masser","2023","Avfallsmengde",173
"Brukt som fyll- og/eller dekkmasse","I alt, uten lett forurensede masser","2024","Avfallsmengde",147
"Brukt som fyll- og/eller dekkmasse","Våtorganisk avfall","2012","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Våtorganisk avfall","2013","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Våtorganisk avfall","2014","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Våtorganisk avfall","2015","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Våtorganisk avfall","2016","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Våtorganisk avfall","2017","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Våtorganisk avfall","2018","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Våtorganisk avfall","2019","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Våtorganisk avfall","2020","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Våtorganisk avfall","2021","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Våtorganisk avfall","2022","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Våtorganisk avfall","2023","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Våtorganisk avfall","2024","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Park- og hageavfall","2012","Avfallsmengde",6
"Brukt som fyll- og/eller dekkmasse","Park- og hageavfall","2013","Avfallsmengde",2
"Brukt som fyll- og/eller dekkmasse","Park- og hageavfall","2014","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Park- og hageavfall","2015","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Park- og hageavfall","2016","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Park- og hageavfall","2017","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Park- og hageavfall","2018","Avfallsmengde",1
"Brukt som fyll- og/eller dekkmasse","Park- og hageavfall","2019","Avfallsmengde",1
"Brukt som fyll- og/eller dekkmasse","Park- og hageavfall","2020","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Park- og hageavfall","2021","Avfallsmengde",2
"Brukt som fyll- og/eller dekkmasse","Park- og hageavfall","2022","Avfallsmengde",3
"Brukt som fyll- og/eller dekkmasse","Park- og hageavfall","2023","Avfallsmengde",3
"Brukt som fyll- og/eller dekkmasse","Park- og hageavfall","2024","Avfallsmengde",5
"Brukt som fyll- og/eller dekkmasse","Treavfall","2012","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Treavfall","2013","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Treavfall","2014","Avfallsmengde",4
"Brukt som fyll- og/eller dekkmasse","Treavfall","2015","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Treavfall","2016","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Treavfall","2017","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Treavfall","2018","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Treavfall","2019","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Treavfall","2020","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Treavfall","2021","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Treavfall","2022","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Treavfall","2023","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Treavfall","2024","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Slam","2012","Avfallsmengde",15
"Brukt som fyll- og/eller dekkmasse","Slam","2013","Avfallsmengde",27
"Brukt som fyll- og/eller dekkmasse","Slam","2014","Avfallsmengde",5
"Brukt som fyll- og/eller dekkmasse","Slam","2015","Avfallsmengde",6
"Brukt som fyll- og/eller dekkmasse","Slam","2016","Avfallsmengde",1
"Brukt som fyll- og/eller dekkmasse","Slam","2017","Avfallsmengde",4
"Brukt som fyll- og/eller dekkmasse","Slam","2018","Avfallsmengde",2
"Brukt som fyll- og/eller dekkmasse","Slam","2019","Avfallsmengde",3
"Brukt som fyll- og/eller dekkmasse","Slam","2020","Avfallsmengde",3
"Brukt som fyll- og/eller dekkmasse","Slam","2021","Avfallsmengde",5
"Brukt som fyll- og/eller dekkmasse","Slam","2022","Avfallsmengde",7
"Brukt som fyll- og/eller dekkmasse","Slam","2023","Avfallsmengde",4
"Brukt som fyll- og/eller dekkmasse","Slam","2024","Avfallsmengde",3
"Brukt som fyll- og/eller dekkmasse","Papir, papp og kartong","2012","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Papir, papp og kartong","2013","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Papir, papp og kartong","2014","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Papir, papp og kartong","2015","Avfallsmengde",1
"Brukt som fyll- og/eller dekkmasse","Papir, papp og kartong","2016","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Papir, papp og kartong","2017","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Papir, papp og kartong","2018","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Papir, papp og kartong","2019","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Papir, papp og kartong","2020","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Papir, papp og kartong","2021","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Papir, papp og kartong","2022","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Papir, papp og kartong","2023","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Papir, papp og kartong","2024","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Glass","2012","Avfallsmengde",1
"Brukt som fyll- og/eller dekkmasse","Glass","2013","Avfallsmengde",5
"Brukt som fyll- og/eller dekkmasse","Glass","2014","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Glass","2015","Avfallsmengde",1
"Brukt som fyll- og/eller dekkmasse","Glass","2016","Avfallsmengde",1
"Brukt som fyll- og/eller dekkmasse","Glass","2017","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Glass","2018","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Glass","2019","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Glass","2020","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Glass","2021","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Glass","2022","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Glass","2023","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Glass","2024","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Metall","2012","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Metall","2013","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Metall","2014","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Metall","2015","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Metall","2016","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Metall","2017","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Metall","2018","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Metall","2019","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Metall","2020","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Metall","2021","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Metall","2022","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Metall","2023","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Metall","2024","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","EE-avfall","2012","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","EE-avfall","2013","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","EE-avfall","2014","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","EE-avfall","2015","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","EE-avfall","2016","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","EE-avfall","2017","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","EE-avfall","2018","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","EE-avfall","2019","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","EE-avfall","2020","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","EE-avfall","2021","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","EE-avfall","2022","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","EE-avfall","2023","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","EE-avfall","2024","Avfallsmengde",0
"Brukt som fyll- og/eller dekkmasse","Betong og tegl","2012","Avfallsmengde",565
"Brukt som fyll- og/eller dekkmasse","Betong og tegl","2013","Avfallsmengde",557
"Brukt som fyll- og/eller dekkmasse","Betong og tegl","2014","Avfallsmengde",393
"Brukt som fyll- og/eller dekkmasse","Betong og tegl","2015","Avfallsmengde",356
"Brukt som fyll- og/eller dekkmasse","Betong og tegl","2016","Avfallsmengde",220
