"region","materiale","behandling","nedstrømsløsning","år","statistikkvariabel","13136: Avfall frå hushalda,"
"EAKUO Landet uten Oslo","2.07 Treavfall","Biogassproduksjon","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Biogassproduksjon","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Biogassproduksjon","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Biogassproduksjon","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Biogassproduksjon","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Biogassproduksjon","Gjenvinningsstasjon","2020","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Biogassproduksjon","Gjenvinningsstasjon","2021","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Biogassproduksjon","Gjenvinningsstasjon","2022","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Biogassproduksjon","Gjenvinningsstasjon","2023","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Biogassproduksjon","Gjenvinningsstasjon","2024","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Biogassproduksjon","Gjenvinningsstasjon","2025","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","I alt","2015","Mengd (tonn)",4663.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","I alt","2016","Mengd (tonn)",4864.9
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","I alt","2017","Mengd (tonn)",3606.3
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","I alt","2018","Mengd (tonn)",3561.9
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","I alt","2019","Mengd (tonn)",3249.7
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","I alt","2020","Mengd (tonn)",2367.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","I alt","2021","Mengd (tonn)",1617.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","I alt","2022","Mengd (tonn)",2187.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","I alt","2023","Mengd (tonn)",2030.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","I alt","2024","Mengd (tonn)",815.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","I alt","2025","Mengd (tonn)",1478.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Henteordning","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Henteordning","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Henteordning","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Henteordning","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Henteordning","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Henteordning","2020","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Henteordning","2021","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Henteordning","2022","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Henteordning","2023","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Henteordning","2024","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Henteordning","2025","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Gjenvinningsstasjon","2020","Mengd (tonn)",2367.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Gjenvinningsstasjon","2021","Mengd (tonn)",1617.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Gjenvinningsstasjon","2022","Mengd (tonn)",2187.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Gjenvinningsstasjon","2023","Mengd (tonn)",2030.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Gjenvinningsstasjon","2024","Mengd (tonn)",815.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Kompostering","Gjenvinningsstasjon","2025","Mengd (tonn)",1478.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","I alt","2015","Mengd (tonn)",1412.6
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","I alt","2016","Mengd (tonn)",5653.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","I alt","2017","Mengd (tonn)",2031.3
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","I alt","2018","Mengd (tonn)",505.6
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","I alt","2019","Mengd (tonn)",510.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","I alt","2020","Mengd (tonn)",1344.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","I alt","2021","Mengd (tonn)",76.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","I alt","2022","Mengd (tonn)",58.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","I alt","2023","Mengd (tonn)",236.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","I alt","2024","Mengd (tonn)",27.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","I alt","2025","Mengd (tonn)",33.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Henteordning","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Henteordning","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Henteordning","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Henteordning","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Henteordning","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Henteordning","2020","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Henteordning","2021","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Henteordning","2022","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Henteordning","2023","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Henteordning","2024","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Henteordning","2025","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Gjenvinningsstasjon","2020","Mengd (tonn)",1344.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Gjenvinningsstasjon","2021","Mengd (tonn)",76.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Gjenvinningsstasjon","2022","Mengd (tonn)",58.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Gjenvinningsstasjon","2023","Mengd (tonn)",236.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Gjenvinningsstasjon","2024","Mengd (tonn)",27.0
"EAKUO Landet uten Oslo","2.07 Treavfall","Annet","Gjenvinningsstasjon","2025","Mengd (tonn)",33.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","I alt","2015","Mengd (tonn)",148285.7
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","I alt","2016","Mengd (tonn)",138641.1
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","I alt","2017","Mengd (tonn)",134734.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","I alt","2018","Mengd (tonn)",134712.3
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","I alt","2019","Mengd (tonn)",148233.9
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","I alt","2020","Mengd (tonn)",162633.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","I alt","2021","Mengd (tonn)",168642.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","I alt","2022","Mengd (tonn)",140985.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","I alt","2023","Mengd (tonn)",138408.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","I alt","2024","Mengd (tonn)",155759.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","I alt","2025","Mengd (tonn)",141197.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Henteordning","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Henteordning","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Henteordning","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Henteordning","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Henteordning","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Henteordning","2020","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Henteordning","2021","Mengd (tonn)",20598.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Henteordning","2022","Mengd (tonn)",16131.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Henteordning","2023","Mengd (tonn)",5320.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Henteordning","2024","Mengd (tonn)",12702.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Henteordning","2025","Mengd (tonn)",9853.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Gjenvinningsstasjon","2020","Mengd (tonn)",162633.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Gjenvinningsstasjon","2021","Mengd (tonn)",148044.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Gjenvinningsstasjon","2022","Mengd (tonn)",124854.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Gjenvinningsstasjon","2023","Mengd (tonn)",133088.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Gjenvinningsstasjon","2024","Mengd (tonn)",143057.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Ialt","Gjenvinningsstasjon","2025","Mengd (tonn)",131344.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","I alt","2015","Mengd (tonn)",514.5
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","I alt","2016","Mengd (tonn)",3622.9
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","I alt","2017","Mengd (tonn)",5533.4
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","I alt","2018","Mengd (tonn)",689.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","I alt","2019","Mengd (tonn)",5210.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","I alt","2020","Mengd (tonn)",10178.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","I alt","2021","Mengd (tonn)",5727.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","I alt","2022","Mengd (tonn)",1363.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","I alt","2023","Mengd (tonn)",203.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","I alt","2024","Mengd (tonn)",566.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","I alt","2025","Mengd (tonn)",12827.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Henteordning","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Henteordning","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Henteordning","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Henteordning","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Henteordning","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Henteordning","2020","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Henteordning","2021","Mengd (tonn)",4533.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Henteordning","2022","Mengd (tonn)",21.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Henteordning","2023","Mengd (tonn)",203.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Henteordning","2024","Mengd (tonn)",8.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Henteordning","2025","Mengd (tonn)",9079.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Gjenvinningsstasjon","2020","Mengd (tonn)",10178.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Gjenvinningsstasjon","2021","Mengd (tonn)",1194.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Gjenvinningsstasjon","2022","Mengd (tonn)",1342.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Gjenvinningsstasjon","2023","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Gjenvinningsstasjon","2024","Mengd (tonn)",558.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Materialgjenvinning","Gjenvinningsstasjon","2025","Mengd (tonn)",3748.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","I alt","2015","Mengd (tonn)",3795.7
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","I alt","2016","Mengd (tonn)",2208.5
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","I alt","2017","Mengd (tonn)",1293.6
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","I alt","2018","Mengd (tonn)",2840.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","I alt","2019","Mengd (tonn)",2156.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","I alt","2020","Mengd (tonn)",13678.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","I alt","2021","Mengd (tonn)",12477.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","I alt","2022","Mengd (tonn)",10936.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","I alt","2023","Mengd (tonn)",111.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","I alt","2024","Mengd (tonn)",180.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","I alt","2025","Mengd (tonn)",341.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Henteordning","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Henteordning","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Henteordning","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Henteordning","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Henteordning","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Henteordning","2020","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Henteordning","2021","Mengd (tonn)",11601.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Henteordning","2022","Mengd (tonn)",10473.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Henteordning","2023","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Henteordning","2024","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Henteordning","2025","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Gjenvinningsstasjon","2020","Mengd (tonn)",13678.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Gjenvinningsstasjon","2021","Mengd (tonn)",876.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Gjenvinningsstasjon","2022","Mengd (tonn)",463.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Gjenvinningsstasjon","2023","Mengd (tonn)",111.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Gjenvinningsstasjon","2024","Mengd (tonn)",180.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Forbrenning","Gjenvinningsstasjon","2025","Mengd (tonn)",341.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","I alt","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","I alt","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","I alt","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","I alt","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","I alt","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","I alt","2020","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","I alt","2021","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","I alt","2022","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","I alt","2023","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","I alt","2024","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","I alt","2025","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Henteordning","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Henteordning","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Henteordning","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Henteordning","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Henteordning","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Henteordning","2020","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Henteordning","2021","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Henteordning","2022","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Henteordning","2023","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Henteordning","2024","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Henteordning","2025","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Gjenvinningsstasjon","2020","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Gjenvinningsstasjon","2021","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Gjenvinningsstasjon","2022","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Gjenvinningsstasjon","2023","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Gjenvinningsstasjon","2024","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Deponi","Gjenvinningsstasjon","2025","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","I alt","2015","Mengd (tonn)",1069.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","I alt","2016","Mengd (tonn)",1.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","I alt","2017","Mengd (tonn)",1.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","I alt","2018","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","I alt","2019","Mengd (tonn)",983.2
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","I alt","2020","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","I alt","2021","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","I alt","2022","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","I alt","2023","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","I alt","2024","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","I alt","2025","Mengd (tonn)",944.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Henteordning","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Henteordning","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Henteordning","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Henteordning","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Henteordning","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Henteordning","2020","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Henteordning","2021","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Henteordning","2022","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Henteordning","2023","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Henteordning","2024","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Henteordning","2025","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Gjenvinningsstasjon","2020","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Gjenvinningsstasjon","2021","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Gjenvinningsstasjon","2022","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Gjenvinningsstasjon","2023","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.08 Hageavfall","Biogassproduksjon","Gjenvinningsstasjon","2024","Mengd (tonn)",0.0
