theme,series_family,series_id,country,source_name,dataset_or_table_id,period,frequency,flow,metric,unit,value,coverage,comparability,notes
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-08,monthly,exports,Trade value,SEK thousand,103779529.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-08,monthly,imports,Trade value,SEK thousand,105780252.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-09,monthly,exports,Trade value,SEK thousand,124661822.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-09,monthly,imports,Trade value,SEK thousand,121853402.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-10,monthly,exports,Trade value,SEK thousand,128660902.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-10,monthly,imports,Trade value,SEK thousand,124558687.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-11,monthly,exports,Trade value,SEK thousand,128218825.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-11,monthly,imports,Trade value,SEK thousand,126803664.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-12,monthly,exports,Trade value,SEK thousand,119643514.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-12,monthly,imports,Trade value,SEK thousand,118522596.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-01,monthly,exports,Trade value,SEK thousand,114092223.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-01,monthly,imports,Trade value,SEK thousand,110093866.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-02,monthly,exports,Trade value,SEK thousand,123297014.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-02,monthly,imports,Trade value,SEK thousand,118744158.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-03,monthly,exports,Trade value,SEK thousand,144017584.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-03,monthly,imports,Trade value,SEK thousand,141700350.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-04,monthly,exports,Trade value,SEK thousand,131721364.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-04,monthly,imports,Trade value,SEK thousand,130330552.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-05,monthly,exports,Trade value,SEK thousand,133560382.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-05,monthly,imports,Trade value,SEK thousand,130304211.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-06,monthly,exports,Trade value,SEK thousand,144408836.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-06,monthly,imports,Trade value,SEK thousand,135560535.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-07,monthly,exports,Trade value,SEK thousand,126681063.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-07,monthly,imports,Trade value,SEK thousand,120025008.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-08,monthly,exports,Trade value,SEK thousand,115566293.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-08,monthly,imports,Trade value,SEK thousand,126400398.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-09,monthly,exports,Trade value,SEK thousand,146817760.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-09,monthly,imports,Trade value,SEK thousand,141371089.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-10,monthly,exports,Trade value,SEK thousand,145487323.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-10,monthly,imports,Trade value,SEK thousand,146076552.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-11,monthly,exports,Trade value,SEK thousand,153323215.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-11,monthly,imports,Trade value,SEK thousand,153863443.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-12,monthly,exports,Trade value,SEK thousand,147449572.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2021-12,monthly,imports,Trade value,SEK thousand,152123604.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2022-01,monthly,exports,Trade value,SEK thousand,141206726.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2022-01,monthly,imports,Trade value,SEK thousand,143437884.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2022-02,monthly,exports,Trade value,SEK thousand,150953944.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2022-02,monthly,imports,Trade value,SEK thousand,150995704.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2022-03,monthly,exports,Trade value,SEK thousand,183763132.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
